Type,Subtype,Name,File,Line,RawX,RawY,RawZ,id_a,id_b,id_c,id_d
digging,tier2,tier2DigSpotDirtAView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,146819,18960744,2532311,-4558618,-1617178267,1127047828,-1628779646,449800656
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1832784,9206104,3559784,-3491234,1044087692,1203073829,1979968650,-1670764562
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1835709,5569183,3804168,-2048196,1988634754,1295958555,-817564994,1341266829
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1838309,10309468,3473529,1445068,56002201,1114263075,230580373,-596860991
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1839609,10499129,3422355,2186411,228917291,1169512962,526532482,-677311740
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1175907,29748102,5065933,11983258,1262847623,1098599925,-1810513522,-469650394
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1176232,29729096,5557910,26727548,-2102355132,1260934181,425445794,-272033270
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1176557,28993970,7199134,20880668,-158978288,1192496396,545094285,684336887
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1176882,31085494,8947368,16143679,-558747757,1139349344,1195196809,-1771943726
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1177207,31018058,8143503,13950058,-197587492,1284524821,-2074189928,-1787791273
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1177532,26689536,6328811,15467807,971150342,1103096271,2037249408,38348067
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1177857,25115362,6173491,14927135,870537842,1335461803,-352040527,-778130477
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1178182,27648302,7726104,15209585,-890887572,1334289569,941211033,-928103320
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassWolfDen/loot/loot.unity,103861,89352248,1898418,-71393536,452864113,1111830222,-306673006,1017555521
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassWolfDen/loot/loot.unity,104186,89583632,1119463,-72163568,603432509,1338988630,-2068121682,-1301788586
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassWolfDen/loot/loot.unity,104511,91180808,1084254,-70396672,-1203538403,1279591813,261626030,-271627838
digging,tier2,tier2DigSpotDirtAView (1),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassWolfDen/loot/loot.unity,104836,89382552,1122213,-73691296,762808750,1233007922,-775144569,-2009762757
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassWolfDen/loot/loot.unity,105161,90676400,1840382,-73612272,1895744663,1243665666,2011238837,-737417347
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,401622,18213438,2598539,9144642,-2041982441,1188547189,-1242267513,2048261376
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,401947,15940707,2854680,9599121,678365223,1191250497,-874302028,101132214
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,402272,11706696,3374543,17533960,1507665854,1250536944,-1226655080,-75024578
digging,tier2,tier2DigSpotDirtAView (2),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,674001,18913362,3564044,35960716,-1433432496,1181418979,1910430383,2144940423
digging,tier2,tier2DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,674326,12177526,4134539,33117782,-556409694,1127928877,1240076674,-374893617
digging,tier2,tier2DigSpotDirtAView (3),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,674651,19086874,3539667,33848948,-832598033,1246045983,1245410969,1272594714
digging,tier2,tier2DigSpotDirtAView (1),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,675626,18293720,3508404,34268120,-123429783,1096390233,555822782,683346323
digging,tier2,tier2DigSpotDirtAView (1),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,676276,20336810,3807157,34908148,-74458631,1321330235,-2132889958,2038939031
digging,tier2,tier2DigSpotDirtAView (4),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,676926,14521467,3534487,32887276,515881584,1154322509,-1239526997,1540018297
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaApproachWhisper/beforePlagueBear/interactives/interactives.unity,60301,16987300,2765422,-5660097,-53806499,1111674316,-1334693954,1457610991
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1832459,12545753,3948544,-5906301,742109817,1328308155,-1927954755,-56429401
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1833109,11093934,3633250,-3322675,975260296,1267681981,897303720,-473892658
digging,tier3,tier3DigSpotDirtAView (7),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1833434,14027325,3907465,-5314314,-49204077,1266601221,494280362,-1572986877
digging,tier3,tier3DigSpotDirtAView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1833759,20359560,811542,1725198,-872439214,1189089250,-1043361123,1740126495
digging,tier3,tier3DigSpotDirtAView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1834084,9370071,3654287,-9123849,-851068838,1271966607,325063849,-381003085
digging,tier3,tier3DigSpotDirtAView (5),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1834409,9733144,3679190,-7481655,1978606858,1270330250,-1891278444,-1044372117
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1834734,15302000,3475122,-10163978,1119330575,1256074307,1457950856,2079475552
digging,tier3,tier3DigSpotDirtAView (9),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1835059,11273961,3548118,-5503582,1279658907,1268255701,1291741090,-613038674
digging,tier3,tier3DigSpotDirtAView (8),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1835384,14280649,4326228,-5538797,-20662414,1311391796,1267561861,1953211359
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1836034,15459746,3557228,-12778733,32509949,1076261145,-897296458,-1052409220
digging,tier3,tier3DigSpotDirtAView (3),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1836359,10821959,3578920,-9477816,612524625,1126695122,-56378454,-947067147
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1836684,15114105,2388469,281885,-323748317,1196079501,298030510,1789529696
digging,tier3,tier3DigSpotDirtAView (6),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1837009,11460935,3667722,-8051622,-1955602084,1080212419,-56749687,595096994
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1837334,6522498,3999924,-4995383,931129105,1341791039,-129720390,920550765
digging,tier3,tier3DigSpotDirtAView (4),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1837659,10263593,3590258,-9884795,1331445047,1126235393,-1362363741,-299310460
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1837984,11874036,726646,660161,1774521900,1220632661,178213034,1374476292
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1838634,10672537,4995154,-11121459,1148707803,1154565654,-1371415409,-2030010600
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1838959,12825853,3729984,-10264904,-238921032,1158502146,-1123861097,-849430301
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1839284,14769351,2106703,-1813429,-1635631414,1299259198,296430002,1211930079
digging,tier3,tier3DigSpotDirtAView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1839934,10738597,3677814,-8683782,-485327433,1267376318,-1088343936,2095874430
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,179657,100546776,-430951,-57579344,-200328145,1289184205,1506475168,524887774
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,179982,100036776,652454,-59407072,-1137556773,1087951198,-1676819027,-2046255346
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,180307,99910944,212052,-57093652,-847210984,1327364507,423809425,-99704757
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,180632,100323824,390374,-58952908,-1027640218,1170321315,486799035,-1027204429
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,919104,19981926,3227820,21691106,-1767853769,1101973147,1250946212,-911222203
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,919429,14614724,4862640,27366786,-1798331561,1298607712,1972963973,1654903524
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,919754,11103111,3371476,21950626,942753089,1212318145,1512842121,2086143000
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,920079,9319443,2300482,28512538,421169886,1103147189,-321582673,-1944294032
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,920404,11295388,4269076,27798260,-1882761866,1137510107,-149339465,1496443124
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,920729,17338204,4159833,24793580,1623787,1084777176,2043263150,732234651
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,921054,14463795,2407644,20456998,-1210057881,1287497429,-745611602,1663334062
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,921379,15379770,3186670,23777606,189580485,1319919911,511179428,-1544345339
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,921704,18694144,3468100,24215600,-1107722172,1192485456,784069783,-1114224926
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,922029,13338078,3632454,26821398,565274343,1275492935,2119748746,566232239
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,922354,13721349,2418302,22304658,704868655,1140164864,970512275,2071229463
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,922679,19043386,2056046,20245608,-185114183,1177698024,-1127617606,-935354820
digging,tier3,tier3DigSpotDirtAView,ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,673351,12903792,4176865,32223672,781636325,1205690464,981109690,-777627058
digging,tier3,tier3DigSpotDirtAView (6),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,673676,18418892,4098621,36038248,-1984743815,1172806467,-766889062,741176748
digging,tier3,tier3DigSpotDirtAView (2),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,674976,14271155,3637696,31539792,337943029,1296792417,1647410087,-1077696918
digging,tier3,tier3DigSpotDirtAView (5),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,675301,17471536,3642915,28801428,-594716135,1234366107,-523158107,1218219153
digging,tier3,tier3DigSpotDirtAView (4),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,675951,17714086,3217977,31260164,-1353291538,1334969171,1521501856,-837101086
digging,tier3,tier3DigSpotDirtAView (3),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,676601,15764750,3626369,31005802,-1198166056,1274950604,-54897776,2138900163
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1508551,8435613,3470222,-2046361,-293140212,1331773842,-1119923277,163937622
fishing,bass,bassFishingSpotPickupView (7),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1508867,19390612,768475,2534605,670871224,1171245845,1052964266,-307594610
fishing,bass,bassFishingSpotPickupView (3),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1509815,13950467,3427926,-8704164,1473963692,1113064953,-731362682,-1529363527
fishing,bass,bassFishingSpotPickupView (8),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1510131,19253640,768475,2269184,-543913211,1095673948,106061457,-1801713876
fishing,bass,bassFishingSpotPickupView (5),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1510447,14870134,3431071,-12967804,1058389584,1248659538,1664845240,1002742649
fishing,bass,bassFishingSpotPickupView (6),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1510763,16131047,3431071,-12834110,-196772846,1211341312,-2080143704,-857979324
fishing,bass,bassFishingSpotPickupView (9),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1511079,19512508,768475,1324810,1384492469,1232079616,-2011022460,1485592092
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1511711,9135537,3470222,-2284912,-510575864,1098239707,1833397924,1665358640
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1512343,9038544,3470262,-1826815,-433064582,1162825962,2070007483,-1564985039
fishing,bass,bassFishingSpotPickupView (4),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1512659,14785920,3431071,-12197756,-1462325397,1246750207,-848913529,-569210013
fishing,bass,bassFishingSpotPickupView (10),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1513291,16571907,768475,1342505,1400871136,1173239450,-584786264,336440058
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1513607,14199504,3436602,-8225095,742207609,1172890489,-1130817872,1871238917
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,803147,13966378,2394259,21588542,23615162,1132346968,435316889,527299661
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,803463,17024942,2383577,20762132,-1300970871,1206975871,1804942260,132935393
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,803779,18602394,2818932,23196140,-2081768685,1233559683,-1450005057,77018345
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,804095,17034772,2352381,19834798,1377344425,1163765722,-2081353815,-1104261689
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,804411,17969972,2031513,20155270,1735218707,1264257173,998429583,-17472139
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,805043,19160106,2031513,20773274,555646342,1130410196,-2088277611,1338886900
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,806307,15106048,2394259,19865600,2098250997,1283878937,-2145864807,1114962556
fishing,bass,bassFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,807255,15115224,2368961,21046560,-1900715129,1239747351,-2051966060,1699876121
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,988659,27836416,7192969,20510802,-875110216,1185536171,416173223,-1973803524
fishing,bass,bassFishingSpotPickupView (1),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,989291,27774156,7192969,21193688,794214199,1078685717,-2029244782,431693057
fishing,bass,bassFishingSpotPickupView (2),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,576318,14579794,3209101,33387970,1143275755,1074368176,-662674246,-1534466834
fishing,bass,bassFishingSpotPickupView (3),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,576634,13077709,3207635,33621936,-849245250,1323964751,1644673712,173541989
fishing,bass,bassFishingSpotPickupView (5),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,576950,14752154,3207635,34758328,979664612,1293956992,1626929029,1303922059
fishing,bass,bassFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,577266,14303232,3209101,33745140,683252379,1257815489,1205293202,-574921039
